
Path                                                                                                               Line
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\documents\signed\route.ts                39
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\documents\signed\route.ts                49
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Allocations.tsx                           4
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Allocations.tsx                           9
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Allocations.tsx                          22
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Allocations.tsx                          31
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Allocations.tsx                          40
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Allocations.tsx                         106
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Allocations.tsx                         128
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\AuditTimeline.tsx                         4
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\AuditTimeline.tsx                         7
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\AuditTimeline.tsx                        15
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Comments.tsx                              4
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Comments.tsx                              7
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Comments.tsx                             18
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Comments.tsx                             32
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Comments.tsx                             41
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Comments.tsx                             51
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Documents.tsx                             4
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Documents.tsx                             7
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Documents.tsx                            17
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Documents.tsx                            29
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Documents.tsx                            42
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Documents.tsx                            53
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Documents.tsx                            69
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Documents.tsx                           101
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Documents.tsx                           105
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Documents.tsx                           109
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Documents.tsx                           117
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Economics.tsx                             4
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Economics.tsx                             7
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Economics.tsx                            19
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Economics.tsx                            37
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\Economics.tsx                            73
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\page.tsx                                  2
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\page.tsx                                 16
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\page.tsx                                 20
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\page.tsx                                 24
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\page.tsx                                 41
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\page.tsx                                 51
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\[id]\page.tsx                                 65
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\page.tsx                                       4
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\page.tsx                                      58
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\deals\page.tsx                                      64
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\funnel\update\route.ts                               2
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\funnel\update\route.ts                              16
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\funnel\update\route.ts                              26
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\funnel\update\route.ts                              31
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\funnel\update\route.ts                              40
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\funnel\update\route.ts                              54
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\funnel\update\route.ts                              64
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\funnel\page.tsx                                      2
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\funnel\page.tsx                                     17
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\funnel\page.tsx                                     19
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\funnel\page.tsx                                     31
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\funnel\page.tsx                                     53
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\funnel\page.tsx                                     70
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\[id]\approve\route.ts                   2
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\[id]\approve\route.ts                   5
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\[id]\approve\route.ts                   9
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\[id]\approve\route.ts                  21
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\[id]\approve\route.ts                  32
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\[id]\approve\route.ts                  39
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\[id]\reject\route.ts                    2
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\[id]\reject\route.ts                    5
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\[id]\reject\route.ts                    8
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\[id]\page.tsx                           2
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\[id]\page.tsx                          15
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\[id]\page.tsx                          18
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\[id]\page.tsx                          29
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\[id]\page.tsx                          47
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\[id]\page.tsx                          60
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\[id]\page.tsx                          65
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\page.tsx                                1
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\page.tsx                                4
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\hub\requests\page.tsx                                6
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\logout\route.ts                                      2
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\logout\route.ts                                      5
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\logout\route.ts                                      6
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\moderation\page.tsx                                  1
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\moderation\page.tsx                                  4
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\moderation\page.tsx                                  6
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\moderation\page.tsx                                 10
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\moderation\page.tsx                                 24
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\moderation\page.tsx                                 26
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\moderation\page.tsx                                 40
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\moderation\page.tsx                                 42
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\moderation\page.tsx                                 53
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\notifications\page.tsx                               1
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\notifications\page.tsx                               4
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\notifications\page.tsx                               6
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\notifications\page.tsx                              10
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\notifications\page.tsx                              17
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\whoami\page.tsx                                      1
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\whoami\page.tsx                                      4
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\whoami\page.tsx                                      5
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\layout.tsx                                           3
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\layout.tsx                                          10
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\layout.tsx                                          11
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\layout.tsx                                          19
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\NotificationsBell.tsx                                5
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\NotificationsBell.tsx                                8
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\NotificationsBell.tsx                               12
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\NotificationsBell.tsx                               15
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\NotificationsBell.tsx                               27
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\NotificationsBell.tsx                               33
C:\minerva\minerva-portal\minerva-portal\src\app\(portal)\portal\NotificationsBell.tsx                               44
C:\minerva\minerva-portal\minerva-portal\src\app\(public)\login\page.tsx                                              5
C:\minerva\minerva-portal\minerva-portal\src\app\(public)\login\page.tsx                                              8
C:\minerva\minerva-portal\minerva-portal\src\app\(public)\login\page.tsx                                             28
C:\minerva\minerva-portal\minerva-portal\src\app\(public)\login\page.tsx                                             41
C:\minerva\minerva-portal\minerva-portal\src\lib\supabase-browser.ts                                                  1
C:\minerva\minerva-portal\minerva-portal\src\lib\supabase-browser.ts                                                  2
C:\minerva\minerva-portal\minerva-portal\src\lib\supabase-browser.ts                                                  4
C:\minerva\minerva-portal\minerva-portal\src\lib\supabase-browser.ts                                                  6
C:\minerva\minerva-portal\minerva-portal\src\lib\supabase-browser.ts                                                 10
C:\minerva\minerva-portal\minerva-portal\src\lib\supabase-browser.ts                                                 11
C:\minerva\minerva-portal\minerva-portal\src\lib\supabase-client.ts                                                   1
C:\minerva\minerva-portal\minerva-portal\src\lib\supabase-client.ts                                                   4
C:\minerva\minerva-portal\minerva-portal\src\lib\supabase-client.ts                                                   5
C:\minerva\minerva-portal\minerva-portal\src\lib\supabase-server.ts                                                   2
C:\minerva\minerva-portal\minerva-portal\src\lib\supabase-server.ts                                                   4
C:\minerva\minerva-portal\minerva-portal\src\lib\supabase-server.ts                                                   8
C:\minerva\minerva-portal\minerva-portal\src\lib\supabase-server.ts                                                   9
C:\minerva\minerva-portal\minerva-portal\src\proxy.ts                                                                 2
C:\minerva\minerva-portal\minerva-portal\src\proxy.ts                                                                 9
C:\minerva\minerva-portal\minerva-portal\src\proxy.ts                                                                10
C:\minerva\minerva-portal\minerva-portal\src\proxy.ts                                                                11
C:\minerva\minerva-portal\minerva-portal\src\proxy.ts                                                                27


